Student summary,Attendance date,Course,Reason
IIIIIIII,10-27-22,Advanced Biology,"Other (LS, MS, US)"
IIIIIIII,10-31-22,Advanced Biology,"Late Arrival (LS, MS, US)"
IIIIIIII,11-15-22,Advanced Biology,"Medical Appt. - PM (MS, US)"
IIIIIIII,11-17-22,Advanced Biology,"Late Arrival (LS, MS, US)"
IIIIIIII,9-09-22,Creative Writing: Essay,School Trip - Full Day
IIIIIIII,10-03-22,Creative Writing: Essay,"Other (LS, MS, US)"
IIIIIIII,9-09-22,Global Women's Issues,School Trip - Full Day
IIIIIIII,9-23-22,Global Women's Issues,"Other (LS, MS, US)"
IIIIIIII,10-05-22,Global Women's Issues,"Other (LS, MS, US)"
IIIIIIII,9-26-22,Multivariable Calculus,"Medical Appt. - AM (MS, US)"
IIIIIIII,9-28-22,Multivariable Calculus,"Medical Appt. - AM (MS, US)"
IIIIIIII,10-27-22,Multivariable Calculus,"Other (LS, MS, US)"
IIIIIIII,9-22-22,Physics with Calculus,"Other (LS, MS, US)"
IIIIIIII,9-09-22,Spanish: Advanced Studies,Sports  Dismissal- Half Class Period
IIIIIIII,9-23-22,Spanish: Advanced Studies,"Other (LS, MS, US)"
IIIIIIII,10-12-22,Spanish: Advanced Studies,"Other (LS, MS, US)"
IIIIIIII,10-17-22,Spanish: Advanced Studies,"Other (LS, MS, US)"
IIIIIIIII,9-29-22,Darwinian Revolution,"Other (LS, MS, US)"
IIIIIIIII,11-14-22,Darwinian Revolution,"Illness - All Day (LS, MS, US)"
IIIIIIIII,10-06-22,Ecological Literature,"Other (LS, MS, US)"
IIIIIIIII,9-13-22,Forensic Science,Sports Dismissal- Full Class Period
IIIIIIIII,9-29-22,Forensic Science,Sports Dismissal- Full Class Period
IIIIIIIII,11-14-22,Forensic Science,"Illness - All Day (LS, MS, US)"
IIIIIIIII,11-14-22,Math Analysis,"Illness - All Day (LS, MS, US)"
IIIIIIIIII,10-24-22,Engineer Your World,"Other (LS, MS, US)"
IIIIIIIIII,10-26-22,Engineer Your World,"Other (LS, MS, US)"
IIIIIIIIII,10-28-22,Engineer Your World,"Other (LS, MS, US)"
IIIIIIIIII,10-12-22,Forensic Science,"Other (LS, MS, US)"
IIIIIIIIII,10-24-22,Forensic Science,"Other (LS, MS, US)"
IIIIIIIIII,10-26-22,Forensic Science,"Other (LS, MS, US)"
IIIIIIIIII,10-28-22,Forensic Science,"Other (LS, MS, US)"
IIIIIIIIII,10-04-22,French III,"Illness - All Day (LS, MS, US)"
IIIIIIIIII,10-25-22,French III,"Other (LS, MS, US)"
IIIIIIIIII,10-27-22,French III,"Other (LS, MS, US)"
IIIIIIIIII,10-04-22,Multivariable Calculus,"Illness - All Day (LS, MS, US)"
IIIIIIIIII,10-25-22,Multivariable Calculus,"Other (LS, MS, US)"
IIIIIIIIII,10-27-22,Multivariable Calculus,"Other (LS, MS, US)"
IIIIIIIIII,10-04-22,Queer Voices,"Illness - All Day (LS, MS, US)"
IIIIIIIIII,10-25-22,Queer Voices,"Other (LS, MS, US)"
IIIIIIIIII,10-27-22,Queer Voices,"Other (LS, MS, US)"
IIIIIIIIII,10-12-22,US History,"Other (LS, MS, US)"
IIIIIIIIII,10-24-22,US History,"Other (LS, MS, US)"
IIIIIIIIII,10-26-22,US History,"Other (LS, MS, US)"
IIIIIIIIII,10-28-22,US History,"Other (LS, MS, US)"
IIIIIIIIIII,9-09-22,Advanced Biology,Sports  Dismissal- Half Class Period
IIIIIIIIIII,10-17-22,Advanced Biology,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,10-18-22,Civics: Understanding Our Rights,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,10-31-22,Civics: Understanding Our Rights,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,10-18-22,Data Science I,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,10-31-22,Data Science I,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,10-18-22,French III,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,10-31-22,French III,"Illness - All Day (LS, MS, US)"
IIIIIIIIIII,11-15-22,French III,School Trip - HalfDay
IIIIIIIIIII,9-09-22,Introductory Calculus,School Trip - Full Day
IIIIIIIIIII,9-19-22,Introductory Calculus,"Other (LS, MS, US)"
IIIIIIIIIII,9-29-22,Introductory Calculus,"Other (LS, MS, US)"
IIIIIIIIIII,10-17-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
IIIIIIIIIIII,9-21-22,Advanced Chemistry,"Other (LS, MS, US)"
IIIIIIIIIIII,9-29-22,Advanced Chemistry,"Illness - All Day (LS, MS, US)"
IIIIIIIIIIII,10-12-22,Advanced Chemistry,"Other (LS, MS, US)"
IIIIIIIIIIII,9-29-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
IIIIIIIIIIII,10-12-22,Cultural Ethics,"Other (LS, MS, US)"
IIIIIIIIIIII,9-19-22,Math Analysis,"Other (LS, MS, US)"
IIIIIIIIIIII,9-29-22,Math Analysis,"Illness - All Day (LS, MS, US)"
IIIIIIIIIIII,10-05-22,Math Analysis,"Other (LS, MS, US)"
IIIIIIIIIIII,10-12-22,Math Analysis,"Other (LS, MS, US)"
IIIIIIIIIIII,9-20-22,Queer Voices,"Other (LS, MS, US)"
IIIIIIIIIIII,9-30-22,Queer Voices,"Late Arrival (LS, MS, US)"
IIIIIIIIIIII,11-17-22,Queer Voices,"Late Arrival (LS, MS, US)"
J,10-17-22,Cultural Ethics,"Illness - All Day (LS, MS, US)"
J,9-26-22,English 10,Commons Duty (US)
J,10-17-22,Health,"Illness - All Day (LS, MS, US)"
J,10-17-22,Math Analysis,"Illness - All Day (LS, MS, US)"
JJ,9-23-22,Ecological Literature,School Trip - Full Day
JJ,9-29-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
JJ,9-23-22,Forensic Science,School Trip - Full Day
JJ,9-29-22,Forensic Science,"Illness - All Day (LS, MS, US)"
JJ,9-23-22,Introductory Calculus,School Trip - Full Day
JJ,9-29-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
JJ,9-30-22,Satire,"Illness - All Day (LS, MS, US)"
JJ,11-04-22,Satire,School Trip - Full Day
JJ,9-20-22,Yoga,"Late Arrival (LS, MS, US)"
JJ,9-30-22,Yoga,"Illness - All Day (LS, MS, US)"
JJ,10-04-22,Yoga,"Other (LS, MS, US)"
JJ,11-04-22,Yoga,School Trip - Full Day
JJJ,10-05-22,Chemistry,"Medical Appt. - AM (MS, US)"
JJJ,11-14-22,Chemistry,"Other (LS, MS, US)"
JJJ,11-14-22,Darwinian Revolution,"Other (LS, MS, US)"
JJJJ,9-16-22,Advanced Calculus,"Family Trip (LS, MS, US)"
JJJJ,11-04-22,Advanced Calculus,School Trip - Full Day
JJJJ,9-16-22,Advanced Chemistry,"Family Trip (LS, MS, US)"
JJJJ,11-04-22,Advanced Chemistry,School Trip - Full Day
JJJJ,9-09-22,Creative Writing: Essay,"Medical Appt. - PM (MS, US)"
JJJJ,9-23-22,Creative Writing: Essay,School Trip - Full Day
JJJJ,9-23-22,French: Advanced Studies,School Trip - Full Day
JJJJ,9-27-22,French: Advanced Studies,"Other (LS, MS, US)"
JJJJ,10-05-22,French: Advanced Studies,"Other (LS, MS, US)"
JJJJ,10-28-22,French: Advanced Studies,"Other (LS, MS, US)"
JJJJ,11-03-22,French: Advanced Studies,"Medical Appt. - AM (MS, US)"
JJJJ,9-23-22,Indigenous North American History,School Trip - Full Day
JJJJJ,10-06-22,Chemistry,"Illness - All Day (LS, MS, US)"
JJJJJ,9-21-22,English 10,"Unknown Reason (LS, MS, US)"
JJJJJ,10-07-22,English 10,"Illness - All Day (LS, MS, US)"
JJJJJ,11-14-22,English 10,"Other (LS, MS, US)"
JJJJJ,9-22-22,French III,"Other (LS, MS, US)"
JJJJJ,10-06-22,French III,"Illness - All Day (LS, MS, US)"
JJJJJ,9-21-22,Health,"Illness - All Day (LS, MS, US)"
JJJJJ,10-07-22,Health,"Illness - All Day (LS, MS, US)"
JJJJJ,11-14-22,Health,"Other (LS, MS, US)"
JJJJJ,10-06-22,Japanese History and Culture,"Illness - All Day (LS, MS, US)"
JJJJJ,9-21-22,Math Analysis,"Illness - All Day (LS, MS, US)"
JJJJJ,10-07-22,Math Analysis,"Illness - All Day (LS, MS, US)"
JJJJJJ,10-03-22,Ecological Literature,"Illness - All Day (LS, MS, US)"
JJJJJJ,10-03-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
JJJJJJ,9-16-22,The American War in Vietnam,Sports  Dismissal- Half Class Period
JJJJJJ,10-13-22,The American War in Vietnam,Sports  Dismissal- Half Class Period
JJJJJJ,10-03-22,The Graphic Novel,"Illness - All Day (LS, MS, US)"
JJJJJJJ,9-09-22,Biology,Sports  Dismissal- Half Class Period
JJJJJJJ,9-27-22,Biology,"Medical Appt. - AM (MS, US)"
JJJJJJJ,10-12-22,Biology,"Illness - All Day (LS, MS, US)"
JJJJJJJ,11-07-22,Biology,"Family Trip (LS, MS, US)"
JJJJJJJ,11-09-22,Biology,"Family Trip (LS, MS, US)"
JJJJJJJ,9-09-22,Computer Art,School Trip - Full Day
JJJJJJJ,10-12-22,Computer Art,"Illness - All Day (LS, MS, US)"
JJJJJJJ,11-07-22,Computer Art,"Family Trip (LS, MS, US)"
JJJJJJJ,11-09-22,Computer Art,"Family Trip (LS, MS, US)"
JJJJJJJ,10-13-22,English 9,"Illness - All Day (LS, MS, US)"
JJJJJJJ,11-08-22,English 9,"Family Trip (LS, MS, US)"
JJJJJJJ,11-10-22,English 9,"Family Trip (LS, MS, US)"
JJJJJJJ,10-13-22,Geometry,"Illness - All Day (LS, MS, US)"
JJJJJJJ,11-08-22,Geometry,"Family Trip (LS, MS, US)"
JJJJJJJ,11-10-22,Geometry,"Family Trip (LS, MS, US)"
JJJJJJJ,9-09-22,Historical Inquiry,School Trip - Full Day
JJJJJJJ,10-12-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
JJJJJJJ,11-07-22,Historical Inquiry,"Family Trip (LS, MS, US)"
JJJJJJJ,11-09-22,Historical Inquiry,"Family Trip (LS, MS, US)"
JJJJJJJ,10-13-22,Spanish I,"Illness - All Day (LS, MS, US)"
JJJJJJJ,11-08-22,Spanish I,"Family Trip (LS, MS, US)"
JJJJJJJ,11-10-22,Spanish I,"Family Trip (LS, MS, US)"
JJJJJJJJ,10-12-22,Algebra I,"Illness - All Day (LS, MS, US)"
JJJJJJJJ,10-13-22,Biology,"Illness - All Day (LS, MS, US)"
JJJJJJJJ,10-12-22,English 9,"Illness - All Day (LS, MS, US)"
JJJJJJJJ,9-12-22,Historical Inquiry,Sports  Dismissal- Half Class Period
JJJJJJJJ,10-13-22,Historical Inquiry,"Illness - All Day (LS, MS, US)"
JJJJJJJJ,9-15-22,Metal Design,Sports  Dismissal- Half Class Period
JJJJJJJJ,10-12-22,Metal Design,"Illness - All Day (LS, MS, US)"
JJJJJJJJ,10-13-22,Spanish I,"Illness - All Day (LS, MS, US)"
JJJJJJJJJ,9-07-22,Biology,"Other (LS, MS, US)"
JJJJJJJJJ,9-09-22,Biology,School Trip - Full Day
JJJJJJJJJ,9-09-22,Historical Inquiry,Sports  Dismissal- Half Class Period
JJJJJJJJJ,10-25-22,Spanish I,Commons Duty (US)
JJJJJJJJJ,9-09-22,Strength and Conditioning,School Trip - Full Day
JJJJJJJJJJ,10-12-22,Dramatic Literature,"Other (LS, MS, US)"
JJJJJJJJJJ,9-20-22,Environmental Science,Sports  Dismissal- Half Class Period
JJJJJJJJJJ,10-13-22,Environmental Science,School Trip - HalfDay
JJJJJJJJJJ,10-12-22,Fire Arts,"Other (LS, MS, US)"
JJJJJJJJJJ,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
JJJJJJJJJJ,9-22-22,US History,"Other (LS, MS, US)"
JJJJJJJJJJJ,9-26-22,Advanced Algebra,"Religious Holiday (LS, MS, US)"
JJJJJJJJJJJ,9-19-22,Chemistry,"Illness - All Day (LS, MS, US)"
JJJJJJJJJJJ,10-05-22,Chemistry,"Religious Holiday (LS, MS, US)"
JJJJJJJJJJJ,9-26-22,English 10,"Religious Holiday (LS, MS, US)"
JJJJJJJJJJJ,9-19-22,Health,"Illness - All Day (LS, MS, US)"
JJJJJJJJJJJ,10-05-22,Health,"Religious Holiday (LS, MS, US)"
JJJJJJJJJJJ,11-01-22,Health,"Illness - Left Early (MS, US)"
JJJJJJJJJJJ,11-14-22,Health,Commons Duty (US)
JJJJJJJJJJJ,11-18-22,Health,Absent
JJJJJJJJJJJ,9-19-22,Spanish III,"Illness - All Day (LS, MS, US)"
JJJJJJJJJJJ,10-05-22,Spanish III,"Religious Holiday (LS, MS, US)"
JJJJJJJJJJJ,10-28-22,Spanish III,Sports  Dismissal- Half Class Period
JJJJJJJJJJJ,9-26-22,The Middle East,"Religious Holiday (LS, MS, US)"
JJJJJJJJJJJ,9-30-22,The Middle East,"Medical Appt. - AM (MS, US)"
JJJJJJJJJJJJ,9-20-22,Advanced Chemistry,"Other (LS, MS, US)"
JJJJJJJJJJJJ,9-26-22,Advanced Chemistry,"Medical Appt. - PM (MS, US)"
JJJJJJJJJJJJ,11-17-22,Advanced Chemistry,Commons Duty (US)
JJJJJJJJJJJJ,10-12-22,Creative Writing: Poetry,"Other (LS, MS, US)"
JJJJJJJJJJJJ,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
JJJJJJJJJJJJ,11-17-22,US History,"Other (LS, MS, US)"
K,10-12-22,Advanced Calculus,"Other (LS, MS, US)"
K,10-24-22,Advanced Calculus,"Medical Appt. - All Day (MS, US)"
K,9-30-22,Advanced Chemistry,"Other (LS, MS, US)"
K,10-25-22,Advanced Chemistry,"Illness - All Day (LS, MS, US)"
K,10-12-22,Ecological Literature,"Other (LS, MS, US)"
K,10-24-22,Ecological Literature,"Medical Appt. - All Day (MS, US)"
K,10-25-22,Mandarin IV,"Illness - All Day (LS, MS, US)"
K,10-25-22,US History,"Illness - All Day (LS, MS, US)"
K,10-12-22,Wilderness First Aid,"Other (LS, MS, US)"
K,10-24-22,Wilderness First Aid,"Illness - All Day (LS, MS, US)"
KK,9-09-22,Advanced Algebra,School Trip - Full Day
KK,10-05-22,Advanced Algebra,"Family Trip (LS, MS, US)"
KK,10-07-22,Advanced Algebra,"Family Trip (LS, MS, US)"
KK,10-17-22,Advanced Algebra,Sports  Dismissal- Half Class Period
KK,10-06-22,Biology,"Family Trip (LS, MS, US)"
KK,10-06-22,Digital Filmmaking,"Family Trip (LS, MS, US)"
KK,11-04-22,Digital Filmmaking,"Medical Appt. - PM (MS, US)"
KK,10-06-22,English 9,"Family Trip (LS, MS, US)"
KK,9-09-22,Historical Inquiry,Sports  Dismissal- Half Class Period
KK,10-05-22,Historical Inquiry,"Family Trip (LS, MS, US)"
KK,10-07-22,Historical Inquiry,"Family Trip (LS, MS, US)"
KK,11-01-22,Historical Inquiry,"Medical Appt. - AM (MS, US)"
KK,9-09-22,Spanish II,School Trip - Full Day
KK,10-05-22,Spanish II,"Family Trip (LS, MS, US)"
KK,10-07-22,Spanish II,"Family Trip (LS, MS, US)"
KK,10-24-22,Spanish II,Sports  Dismissal- Half Class Period
KKK,11-03-22,Chemistry,"Other (LS, MS, US)"
KKK,11-03-22,English 10,"Other (LS, MS, US)"
KKK,11-14-22,English 10,"Other (LS, MS, US)"
KKK,11-03-22,Health,"Other (LS, MS, US)"
KKK,9-16-22,Math Analysis,"Family Trip (LS, MS, US)"
KKK,9-16-22,Spanish III,"Family Trip (LS, MS, US)"
KKK,9-16-22,The American War in Vietnam,"Family Trip (LS, MS, US)"
KKK,11-08-22,The American War in Vietnam,"Medical Appt. - AM (MS, US)"
KKKK,10-24-22,Advanced Biology,"Other (LS, MS, US)"
KKKK,11-18-22,Advanced Biology,"Family Trip (LS, MS, US)"
KKKK,9-13-22,Chemistry,Sports Dismissal- Full Class Period
KKKK,10-05-22,Chemistry,"Late Arrival (LS, MS, US)"
KKKK,10-12-22,Chemistry,"Other (LS, MS, US)"
KKKK,11-01-22,Chemistry,Sports  Dismissal- Half Class Period
KKKK,11-18-22,Chemistry,"Family Trip (LS, MS, US)"
KKKK,10-12-22,Ecological Literature,"Other (LS, MS, US)"
KKKK,10-24-22,Ecological Literature,Commons Duty (US)
KKKK,11-18-22,Ecological Literature,"Family Trip (LS, MS, US)"
KKKK,9-20-22,Introductory Calculus,Sports Dismissal- Full Class Period
KKKK,9-28-22,Introductory Calculus,Sports  Dismissal- Half Class Period
KKKK,11-17-22,Introductory Calculus,"Family Trip (LS, MS, US)"
KKKK,11-17-22,Spanish IV,"Family Trip (LS, MS, US)"
KKKK,9-20-22,US History,"Other (LS, MS, US)"
KKKK,9-30-22,US History,"Other (LS, MS, US)"
KKKK,11-17-22,US History,"Family Trip (LS, MS, US)"
KKKKK,9-12-22,Advanced Calculus,"Illness - All Day (LS, MS, US)"
KKKKK,10-06-22,Advanced Calculus,"Other (LS, MS, US)"
KKKKK,9-12-22,Queer Voices,"Illness - All Day (LS, MS, US)"
KKKKK,10-27-22,Queer Voices,"Other (LS, MS, US)"
KKKKK,11-07-22,Stage Makeup,"Other (LS, MS, US)"
KKKKK,9-12-22,Yoga,"Illness - All Day (LS, MS, US)"
KKKKK,10-25-22,Yoga,"Medical Appt. - PM (MS, US)"
KKKKKK,11-04-22,Advanced Algebra,Absent
KKKKKK,11-04-22,Biology,Sports Dismissal- Full Class Period
KKKKKK,11-17-22,Biology,"Medical Appt. - AM (MS, US)"
KKKKKK,10-28-22,English 9,Sports Dismissal- Full Class Period
KKKKKK,10-26-22,Historical Inquiry,Early Dismissal-Sports
KKKKKK,9-28-22,Spanish I,"Medical Appt. - PM (MS, US)"
KKKKKKK,9-29-22,Anatomy and Physiology,"Other (LS, MS, US)"
KKKKKKK,9-21-22,Astronomy,"Other (LS, MS, US)"
KKKKKKK,10-18-22,Introductory Calculus,"Other (LS, MS, US)"
KKKKKKK,11-10-22,Introductory Calculus,College Visit-Off Campus (US)
KKKKKKK,9-26-22,Understanding the Brain,Commons Duty (US)
KKKKKKK,9-30-22,Understanding the Brain,"Other (LS, MS, US)"
KKKKKKK,10-04-22,Understanding the Brain,"Other (LS, MS, US)"
KKKKKKK,11-10-22,Understanding the Brain,College Visit-Off Campus (US)
KKKKKKKK,10-18-22,Advanced Calculus,College Visit-Off Campus (US)
KKKKKKKK,10-28-22,Creative Writing: Poetry,"Other (LS, MS, US)"
KKKKKKKK,10-18-22,How Do We See,College Visit-Off Campus (US)
KKKKKKKK,10-18-22,Understanding the Brain,College Visit-Off Campus (US)
KKKKKKKK,11-04-22,Understanding the Brain,"Late Arrival (LS, MS, US)"
KKKKKKKKK,9-06-22,Biology,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-08-22,Biology,"Family Trip (LS, MS, US)"
KKKKKKKKK,11-15-22,Biology,"Illness - All Day (LS, MS, US)"
KKKKKKKKK,9-06-22,English 9,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-08-22,English 9,"Family Trip (LS, MS, US)"
KKKKKKKKK,11-15-22,English 9,"Illness - All Day (LS, MS, US)"
KKKKKKKKK,9-06-22,Geometry,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-08-22,Geometry,"Family Trip (LS, MS, US)"
KKKKKKKKK,11-15-22,Geometry,"Illness - All Day (LS, MS, US)"
KKKKKKKKK,9-07-22,Historical Inquiry,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-09-22,Historical Inquiry,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-07-22,Spanish II,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-09-22,Spanish II,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-07-22,Wilderness First Aid,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-09-22,Wilderness First Aid,"Family Trip (LS, MS, US)"
KKKKKKKKK,9-19-22,Wilderness First Aid,Absent
KKKKKKKKKK,9-20-22,Acrylic Painting,Sports Dismissal- Full Class Period
KKKKKKKKKK,9-28-22,Acrylic Painting,Sports Dismissal- Full Class Period
KKKKKKKKKK,10-06-22,Acrylic Painting,Sports  Dismissal- Half Class Period
KKKKKKKKKK,10-11-22,Acrylic Painting,"Other (LS, MS, US)"
KKKKKKKKKK,9-30-22,Advanced Algebra,Sports  Dismissal- Half Class Period
KKKKKKKKKK,9-13-22,English 9,Sports Dismissal- Full Class Period
KKKKKKKKKK,11-01-22,English 9,Sports  Dismissal- Half Class Period
KKKKKKKKKK,10-24-22,Historical Inquiry,"Religious Holiday (LS, MS, US)"
KKKKKKKKKK,10-28-22,Historical Inquiry,Sports Dismissal- Full Class Period
KKKKKKKKKKK,9-19-22,Forensic Science,"Other (LS, MS, US)"
KKKKKKKKKKK,11-07-22,Forensic Science,"Illness - All Day (LS, MS, US)"
KKKKKKKKKKK,9-19-22,Introduction to Psychology,"Other (LS, MS, US)"
KKKKKKKKKKK,9-21-22,Introduction to Psychology,"Other (LS, MS, US)"
KKKKKKKKKKK,11-07-22,Introduction to Psychology,"Illness - All Day (LS, MS, US)"
KKKKKKKKKKK,10-05-22,Postcolonial Voices,"Other (LS, MS, US)"
KKKKKKKKKKK,11-07-22,Postcolonial Voices,"Illness - All Day (LS, MS, US)"
KKKKKKKKKKK,10-06-22,"Vertebrates: Origins, Designs & Threats","Other (LS, MS, US)"
KKKKKKKKKKKK,9-20-22,Advanced Chemistry,"Other (LS, MS, US)"
KKKKKKKKKKKK,11-15-22,Advanced Chemistry,"Medical Appt. - PM (MS, US)"
KKKKKKKKKKKK,9-19-22,Creative Writing: Poetry,"Other (LS, MS, US)"
KKKKKKKKKKKK,9-27-22,Creative Writing: Poetry,"Other (LS, MS, US)"
KKKKKKKKKKKK,10-12-22,Creative Writing: Poetry,"Other (LS, MS, US)"
KKKKKKKKKKKK,10-28-22,Creative Writing: Poetry,"Other (LS, MS, US)"
KKKKKKKKKKKK,9-15-22,Introductory Calculus,"Other (LS, MS, US)"
KKKKKKKKKKKK,9-29-22,Introductory Calculus,"Other (LS, MS, US)"
KKKKKKKKKKKK,10-12-22,Introductory Calculus,"Other (LS, MS, US)"
KKKKKKKKKKKK,10-17-22,Introductory Calculus,"Other (LS, MS, US)"
KKKKKKKKKKKK,9-21-22,US History,"Other (LS, MS, US)"
KKKKKKKKKKKK,10-12-22,US History,"Other (LS, MS, US)"
L,10-05-22,Advanced Statistics,"Medical Appt. - AM (MS, US)"
L,11-15-22,Physics with Calculus,School Trip - HalfDay
LL,9-23-22,Chemistry,School Trip - Full Day
LL,9-23-22,Computer Art,School Trip - Full Day
LL,9-23-22,English 10,School Trip - Full Day
LL,11-04-22,Math Analysis,School Trip - Full Day
LL,11-04-22,Spanish III,School Trip - Full Day
LL,11-04-22,The American War in Vietnam,School Trip - Full Day
LLL,9-20-22,Advanced Biology,"Other (LS, MS, US)"
LLL,9-30-22,Advanced Biology,College Visit-Off Campus (US)
LLL,10-11-22,Advanced Biology,College Visit-Off Campus (US)
LLL,9-30-22,Advanced Calculus,College Visit-Off Campus (US)
LLL,10-11-22,Advanced Calculus,College Visit-Off Campus (US)
LLL,9-30-22,Black Voices,College Visit-Off Campus (US)
LLL,10-11-22,Black Voices,College Visit-Off Campus (US)
LLL,9-29-22,Darwinian Revolution,College Visit-Off Campus (US)
LLL,10-17-22,Darwinian Revolution,"Medical Appt. - PM (MS, US)"
LLL,9-29-22,Spanish: Advanced Studies,College Visit-Off Campus (US)
LLLL,10-27-22,Biology,"Other (LS, MS, US)"
LLLL,10-28-22,Computer Art,"Other (LS, MS, US)"
LLLL,11-09-22,Computer Art,"Illness - All Day (LS, MS, US)"
LLLL,11-09-22,English 9,"Illness - All Day (LS, MS, US)"
LLLL,11-09-22,Geometry,"Illness - All Day (LS, MS, US)"
LLLLL,9-09-22,Advanced Calculus,School Trip - Full Day
LLLLL,9-27-22,Advanced Calculus,"Other (LS, MS, US)"
LLLLL,10-05-22,Advanced Calculus,"Other (LS, MS, US)"
LLLLL,10-17-22,Advanced Calculus,College Visit-Off Campus (US)
LLLLL,9-09-22,Advanced Statistics,Sports  Dismissal- Half Class Period
LLLLL,10-17-22,Advanced Statistics,College Visit-Off Campus (US)
LLLLL,9-09-22,Introduction to Psychology,School Trip - Full Day
LLLLL,9-19-22,Introduction to Psychology,"Other (LS, MS, US)"
LLLLL,10-17-22,Introduction to Psychology,College Visit-Off Campus (US)
LLLLL,9-20-22,Satire,"Other (LS, MS, US)"
LLLLL,10-18-22,Satire,College Visit-Off Campus (US)
LLLLL,11-02-22,Satire,"Illness - All Day (LS, MS, US)"
LLLLL,10-18-22,Understanding the Brain,College Visit-Off Campus (US)
LLLLL,11-02-22,Understanding the Brain,"Illness - All Day (LS, MS, US)"
LLLLL,11-15-22,Understanding the Brain,"Medical Appt. - AM (MS, US)"
LLLLLL,9-27-22,Advanced Calculus,"Other (LS, MS, US)"
LLLLLL,10-05-22,Advanced Calculus,"Other (LS, MS, US)"
LLLLLL,10-12-22,Advanced Calculus,"Other (LS, MS, US)"
LLLLLL,10-25-22,Black Voices,Absent
LLLLLL,10-12-22,Darwinian Revolution,"Other (LS, MS, US)"
LLLLLL,10-12-22,Spanish: Advanced Studies,"Other (LS, MS, US)"
LLLLLL,9-20-22,US History,"Other (LS, MS, US)"
LLLLLLL,10-11-22,Chemistry,"Illness - All Day (LS, MS, US)"
LLLLLLL,10-11-22,English 10,"Illness - All Day (LS, MS, US)"
LLLLLLL,11-16-22,Health,"Illness - All Day (LS, MS, US)"
LLLLLLL,11-16-22,Introductory Calculus,"Illness - All Day (LS, MS, US)"
LLLLLLL,10-11-22,Marxism and Its Legacy,"Illness - All Day (LS, MS, US)"
LLLLLLL,10-28-22,Spanish III,"Other (LS, MS, US)"
LLLLLLL,11-07-22,Spanish III,"Other (LS, MS, US)"
LLLLLLL,11-16-22,Spanish III,"Illness - All Day (LS, MS, US)"
LLLLLLLL,9-23-22,Advanced Chemistry,School Trip - Full Day
LLLLLLLL,10-12-22,Advanced Chemistry,"Other (LS, MS, US)"
LLLLLLLL,9-30-22,Ecological Literature,"Other (LS, MS, US)"
LLLLLLLL,9-23-22,Math Analysis,School Trip - Full Day
LLLLLLLL,11-07-22,Math Analysis,Commons Duty (US)
LLLLLLLL,9-23-22,US History,School Trip - Full Day
LLLLLLLL,10-12-22,US History,"Other (LS, MS, US)"
LLLLLLLL,11-18-22,US History,"Medical Appt. - PM (MS, US)"
LLLLLLLLL,9-28-22,Biology,Sports Dismissal- Full Class Period
LLLLLLLLL,10-04-22,Biology,"Illness - All Day (LS, MS, US)"
LLLLLLLLL,11-02-22,Biology,"Illness - All Day (LS, MS, US)"
LLLLLLLLL,11-04-22,Biology,"Illness - All Day (LS, MS, US)"
LLLLLLLLL,9-13-22,English 9,Sports Dismissal- Full Class Period
LLLLLLLLL,11-01-22,English 9,"Illness - All Day (LS, MS, US)"
LLLLLLLLL,11-03-22,English 9,"Illness - All Day (LS, MS, US)"
LLLLLLLLL,9-16-22,French I,"Other (LS, MS, US)"
